Annual_measure,SD_of_measure,Use1_0,Name,Units,Description,Region,Time_period,Source
10,7.5,1,Obs_benclar_pb,/y,Annual_gross_PB_ratio_larvae_of_carn/scav_benthos,General_value,NA,Mackinson_and_Daskalov_2007
10,7.5,1,Obs_bens_pb,/y,Annual_gross_PB_ratio_susp/dep_feeding_benthos,General_value,NA,Mackinson_and_Daskalov_2007
1.125,0.84375,1,Obs_benc_pb,/y,Annual_gross_PB_ratio_carn/scav_feeding_benthos,South_Atlantic,NA,Vasconcellos and Watson (2004)
17.3,12.975,1,Obs_omni_pb,/y,Annual_gross_PB_ratio_omniv_zooplankton,South_Atlantic,NA,Vasconcellos and Watson (2004)
6.65,4.9875,1,Obs_carn_pb,/y,Annual_gross_PB_ratio_carniv_zooplankton,South_Atlantic,NA,Vasconcellos and Watson (2004)
4,3,1,Obs_fishplar_pb,/y,Annual_gross_PB_ratio_larvae_of_planktivorous_fish,General_value,NA,Mackinson_and_Daskalov_2007
4,3,1,Obs_fishdlar_pb,/y,Annual_gross_PB_ratio_larvae_of_demersal_fish,General_value,NA,Mackinson_and_Daskalov_2007
2.249,1.68675,1,Obs_fishp_pb,/y,Annual_gross_PB_ratio_planktivorous_fish,South_Atlantic,NA,Vasconcellos and Watson (2004)
0.73,0.5475,1,Obs_fishd_pb,/y,Annual_gross_PB_ratio_demersal_fish,South_Atlantic,NA,Average PB reported by Freire et al. (2008) for reef fishes
1.3,0.975,1,Obs_fishm_pb,/y,Annual_gross_PB_ratio_migratory_fish,General_value,NA,Mackinson_and_Daskalov_2007
5.4,4.05,1,Obs_bird_pb,/y,Annual_net_PB_ratio_birds,Other_oceanic_island,NA,Capitani et al. (2021)
0.09,0.0675,0,Obs_seal_pb,/y,Annual_net_PB_ratio_pinnipeds,General_value,NA,Mackinson_and_Daskalov_2007
0.054,0.0405,1,Obs_ceta_pb,/y,Annual_net_PB_ratio_cetaceans,South_Atlantic,NA,Morissette et al. (2009)
0.3,0.1,0,Obs_exud_C_kelp,dimensionless,Annual_average_proportion_of_macrophyte_C_uptake_which_is_exuded,General_value,NA,Abdullah_and_Fredriksen_2004
0.12,0.2,0,Obs_kelp_NC,dimensionless,Annual_average_molar_NC_ratio_of_macrophytes,General_value,NA,Sjotun_et_al_1996/Broch_and_Slagstad_2012
NA,NA,0,Obs_Denitrif,mMN/m2/y,Annual_denitrification,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_Dfdiscardp,dimensionless,Proportion_of_demersal_fish_catch_discarded,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_s_x_ammonia,mMN/m3,Annual_average_ammonia_conc_in_porewater_of_sand_gs_0.25mm,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_d_x_ammonia,mMN/m3,Annual_average_ammonia_conc_in_porewater_of_mud_gs_0.12mm,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_s_x_nitrate,mMN/m3,Annual_average_nitrate_conc_in_porewater_of_sand_gs_0.25mm,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_d_x_nitrate,mMN/m3,Annual_average_nitrate_conc_in_porewater_of_mud_gs_0.12mm,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_s_x_TON,%N(gN/g_dry_sed),Annual_average_organic_N_content_of_sand_gs_0.25mm_(0.19-0.43mm),Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_d_x_TON,%N(gN/g_dry_sed),Annual_average_organic_N_content_of_mud_gs_0.12mm_(0.03-0.07mm),Saint_Helena_Island_EEZ,2010-2019,No information
0.074024055,0.03,1,Obs_NDJF_s_chl,mg/m3,Average_winter_(Nov-Feb)_chlorophyll_conc_shallow_layer,Ascension_Island_EEZ,2010-2019,Remote sensing satellite data assuming Redfield and C_chl 20
0.098874303,0.05,1,Obs_MJJA_s_chl,mg/m3,Average_summer_(May-Aug)_chlorophyll_conc_shallow_layer,Ascension_Island_EEZ,2010-2019,Remote sensing satellite data assuming Redfield and C_chl 20
0.6613296,0.58195098,1,Obs_NDJF_s_nitrate,mMN/m3,Average_winter_(Nov-Feb)_nitrate_conc_shallow_layer,Saint_Helena_Island_EEZ,2010-2019,No information
0.3169267,0.09501304,1,Obs_MJJA_s_nitrate,mMN/m3,Average_summer_(May-Aug)_nitrate_conc_shallow_layer,Saint_Helena_Island_EEZ,2010-2019,No information
18.4145828,0.67837857,0,Obs_NDJF_d_nitrate,mMN/m3,Average_winter_(Nov-Feb)_nitrate_conc_deep_layer,Saint_Helena_Island_EEZ,2010-2019,No information
18.0923616,0.27485127,0,Obs_MJJA_d_nitrate,mMN/m3,Average_summer_(May-Aug)_nitrate_conc_deep_layer,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_NDJF_s_ammonia,mMN/m3,Average_winter_(Nov-Feb)_ammonia_conc_shallow_layer,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_MJJA_s_ammonia,mMN/m3,Average_summer_(May-Aug)_ammonia_conc_shallow_layer,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_NDJF_d_ammonia,mMN/m3,Average_winter_(Nov-Feb)_ammonia_conc_deep_layer,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_MJJA_d_ammonia,mMN/m3,Average_summer_(May-Aug)_ammonia_conc_deep_layer,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_carn_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_carnzoo_depth_av_conc,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_omni_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_omnivzoo_depth_av_conc,Saint_Helena_Island_EEZ,2010-2019,No information
1.049,0.4,1,Obs_phyt_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_phyt_surface_layer_conc,Ascension_Island_EEZ,2010-2019,Remote sensing satellite data
NA,NA,0,Obs_nit_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_nitrate_surface_layer_conc,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_amm_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_ammonia_surface_layer_conc,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_pfish_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_planktivorous_fish_density_per_m2,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_dfish_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_demersal_fish_density_per_m2,Saint_Helena_Island_EEZ,2010-2019,No information
2.60E-07,2.33E-07,1,Obs_birddisc,mMN/m2/y,Annual_bycatch_of_birds,Saint_Helena_Island_EEZ,2010-2019,Bycatch_estimated_from_longlines_and_handlines
NA,NA,0,Obs_sealdisc,mMN/m2/y,Annual_bycatch_of_pinnipeds,Saint_Helena_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_cetadisc,mMN/m2/y,Annual_bycatch_of_cetaceans,Saint_Helena_Island_EEZ,2010-2019,No information
0.15,0.05,1,Obs_kelp_beachcast,dimensionless,Proportion_of_macrophyte_annual_nitrogen_uptake_exported_as_beachcast,General_value,NA,Zemke_White_et_al_2005
NA,NA,0,Obs_Ctland_livewt,mMN/m2/y,Obs_cetacean_landings_by_whale_hunters,Saint_Helena_Island_EEZ,2010-2019,No information
