"Month","SO_nitrate","SO_ammonia","SO_phyt","SO_detritus","D_nitrate","D_ammonia","D_phyt","D_detritus","SI_nitrate","SI_ammonia","SI_phyt","SI_detritus","RIV_nitrate","RIV_ammonia","RIV_detritus","SO_ATM_nitrate_flux","SO_ATM_ammonia_flux","SI_ATM_nitrate_flux","SI_ATM_ammonia_flux","SI_other_nitrate_flux","SI_other_ammonia_flux","SO_other_nitrate_flux","SO_other_ammonia_flux","DO_nitrate","DO_ammonia","DO_detritus"
1,0.33088461649139,0.20362706754435,0.230317026915932,0.299434840361325,18.8408438247613,0.166277991311583,0.0137788895101272,0.199870726122523,0.053735967,0.023119779,0.184289122,0.035783731,10,1,0,0.00351781590438281,0.00228856541087619,0.0034710010384909,0.00229122707017264,0,0,0,0,31.4122268576873,0.11176820747787,0.09624036843737
2,0.342020942865113,0.20552207082042,0.219497338719016,0.253069017619523,19.1077678743355,0.165171175732609,0.0160794162370907,0.185226223926149,0.051336435,0.022087385,0.174679211,0.029047065,10,1,0,0.00351405144049108,0.00289184817293709,0.00371862332979551,0.0030592691240456,0,0,0,0,31.4636490922651,0.114154692589264,0.0903712879348185
3,0.332544872832141,0.194327587653835,0.198324005354861,0.191164215486265,19.1746505626557,0.164586718379746,0.0164018497211107,0.168158857391125,0.040407985,0.017385445,0.153083997,0.021262489,10,1,0,0.00373541210104244,0.00299483612512371,0.00367166138091017,0.00305319405300328,0,0,0,0,31.5343154407469,0.115521093978226,0.066047299484433
4,0.314087135753959,0.178067274320011,0.176550445187859,0.143014668379355,19.1392516061505,0.165171165325263,0.0134149886079354,0.154341808910556,0.044963007,0.019345232,0.158259256,0.022001803,10,1,0,0.00351893945619287,0.00299409644434317,0.0033409285381259,0.00287776234992115,0,0,0,0,31.5537016008353,0.115076923325609,0.0518825212695021
5,0.30930069081543,0.167221923450355,0.185864834169289,0.173194394013798,19.2222686589144,0.160652766039385,0.00910833050032874,0.127378798705853,0.064500417,0.027751159,0.167445626,0.024814096,10,1,0,0.00280337630822602,0.00249952970293655,0.00302276395965144,0.00238462606356973,0,0,0,0,31.3661004819651,0.115221379462337,0.0516369548008382
6,0.310928706321953,0.176462376505749,0.237507197042835,0.226837691620869,19.0731719719448,0.156503684509332,0.00776661504318161,0.108766493482586,0.083767099,0.036040605,0.173742496,0.030669211,10,1,0,0.00386425898232985,0.00318365903305156,0.00405246078679782,0.00308140470657409,0,0,0,0,31.2963583229197,0.114218826859119,0.0455544296221416
7,0.616908009887461,0.222679142075972,0.320544486888309,0.310254010788625,19.0302032510712,0.158029067970222,0.0153501576322348,0.107347359676931,0.038756853,0.016675049,0.165128371,0.03202102,10,1,0,0.00554610463288454,0.00399020183960208,0.00565972445803064,0.00400105228407248,0,0,0,0,31.251115667296,0.112240189225979,0.0336038647230618
8,0.981607857715667,0.255359333230184,0.387531685186191,0.362961816261959,19.0915730779536,0.164276884881888,0.0293605360347145,0.125791301911034,0.040334021,0.017353622,0.168140681,0.034361279,10,1,0,0.00468434960139306,0.00283521386013637,0.00457610741304877,0.00268292262203871,0,0,0,0,31.2194338475291,0.110356667837689,0.0204009506861724
9,1.12603105621092,0.283456806941131,0.467824407761313,0.43041423411106,19.0245774963056,0.170848828752984,0.0307750998295748,0.148511876511008,0.061756357,0.026570533,0.212286047,0.058975787,10,1,0,0.00405272416260448,0.00246647139734012,0.00336695389012762,0.00223184141629775,0,0,0,0,31.2230426215963,0.108263235617811,0.0156440149430479
10,0.822724457255723,0.287490226818229,0.42660416126782,0.515261948153512,18.9982903472616,0.169359765355232,0.0177970153773944,0.180148607127098,0.084646698,0.036419051,0.230549811,0.068589436,10,1,0,0.00237646453138355,0.00198651227213803,0.00206064516013222,0.00196191726879041,0,0,0,0,31.2266175873103,0.106904036749682,0.0251810839750277
11,0.501578095021407,0.251766341522477,0.310236302267127,0.502218162843223,19.1169352410615,0.16502796702718,0.00715749502563062,0.207205226605869,0.089083108,0.038327806,0.215059782,0.051712557,10,1,0,0.00244430619724361,0.00185667641095019,0.00214960083775666,0.00179758560123099,0,0,0,0,31.2192731767723,0.106759948511805,0.0501576842167202
12,0.383361626989896,0.216824317075759,0.248810019470569,0.408026020133703,19.1488106445329,0.164269038099799,0.0087578368552099,0.20607389048198,0.097573262,0.041980676,0.213935347,0.048836306,10,1,0,0.00326323925414496,0.00191278037323277,0.00309799320369203,0.00189424922672628,0,0,0,0,31.2494256003469,0.10822833993893,0.0791456101632776
