"Annual_measure","SD_of_measure","Model_data","Use1_0","Chi","Name","Units","Description"
2.249,1.68675,0.509032294080034,1,0.532048155896527,"Obs_fishp_pb","/y","Annual_gross_PB_ratio_planktivorous_fish"
0.73,0.5475,0.0164103189566095,1,0.849373837729168,"Obs_fishd_pb","/y","Annual_gross_PB_ratio_demersal_fish"
1.3,0.975,0.0933253910134617,1,0.765845423785833,"Obs_fishm_pb","/y","Annual_gross_PB_ratio_migratory_fish"
5.4,4.05,0.0162265150356015,1,0.883554852534849,"Obs_bird_pb","/y","Annual_net_PB_ratio_birds"
0.09,0.0675,NA,0,NA,"Obs_seal_pb","/y","Annual_net_PB_ratio_pinnipeds"
0.054,0.0405,0.0601457083875028,1,0.0115134069758336,"Obs_ceta_pb","/y","Annual_net_PB_ratio_cetaceans"
0.3,0.1,0.338497785957133,0,NA,"Obs_exud_C_kelp","dimensionless","Annual_average_proportion_of_macrophyte_C_uptake_which_is_exuded"
0.12,0.2,0.028079923155212,0,NA,"Obs_kelp_NC","dimensionless","Annual_average_molar_NC_ratio_of_macrophytes"
NA,NA,3.08375066886536,0,NA,"Obs_Denitrif","mMN/m2/y","Annual_denitrification"
NA,NA,0,0,NA,"Obs_Dfdiscardp","dimensionless","Proportion_of_demersal_fish_catch_discarded"
NA,NA,0.691749226436146,0,NA,"Obs_s_x_ammonia","mMN/m3","Annual_average_ammonia_conc_in_porewater_of_sand_gs_0.25mm"
NA,NA,NA,0,NA,"Obs_d_x_ammonia","mMN/m3","Annual_average_ammonia_conc_in_porewater_of_mud_gs_0.12mm"
NA,NA,16.1530201765811,0,NA,"Obs_s_x_nitrate","mMN/m3","Annual_average_nitrate_conc_in_porewater_of_sand_gs_0.25mm"
NA,NA,NA,0,NA,"Obs_d_x_nitrate","mMN/m3","Annual_average_nitrate_conc_in_porewater_of_mud_gs_0.12mm"
NA,NA,0.0413104326771856,0,NA,"Obs_s_x_TON","%N(gN/g_dry_sed)","Annual_average_organic_N_content_of_sand_gs_0.25mm_(0.19-0.43mm)"
NA,NA,NA,0,NA,"Obs_d_x_TON","%N(gN/g_dry_sed)","Annual_average_organic_N_content_of_mud_gs_0.12mm_(0.03-0.07mm)"
0.074024055,0.03,NA,1,NA,"Obs_NDJF_s_chl","mg/m3","Average_winter_(Nov-Feb)_chlorophyll_conc_shallow_layer"
0.098874303,0.05,NA,1,NA,"Obs_MJJA_s_chl","mg/m3","Average_summer_(May-Aug)_chlorophyll_conc_shallow_layer"
0.6613296,0.58195098,0.236679764920274,1,0.266231302013682,"Obs_NDJF_s_nitrate","mMN/m3","Average_winter_(Nov-Feb)_nitrate_conc_shallow_layer"
0.3169267,0.09501304,0.240598556022649,1,0.322680692848737,"Obs_MJJA_s_nitrate","mMN/m3","Average_summer_(May-Aug)_nitrate_conc_shallow_layer"
18.4145828,0.67837857,23.4929188379191,0,NA,"Obs_NDJF_d_nitrate","mMN/m3","Average_winter_(Nov-Feb)_nitrate_conc_deep_layer"
18.0923616,0.27485127,23.8192436300327,0,NA,"Obs_MJJA_d_nitrate","mMN/m3","Average_summer_(May-Aug)_nitrate_conc_deep_layer"
NA,NA,0.0927416489210741,0,NA,"Obs_NDJF_s_ammonia","mMN/m3","Average_winter_(Nov-Feb)_ammonia_conc_shallow_layer"
NA,NA,0.0912915253990346,0,NA,"Obs_MJJA_s_ammonia","mMN/m3","Average_summer_(May-Aug)_ammonia_conc_shallow_layer"
NA,NA,0.112885580575886,0,NA,"Obs_NDJF_d_ammonia","mMN/m3","Average_winter_(Nov-Feb)_ammonia_conc_deep_layer"
NA,NA,0.102596147357753,0,NA,"Obs_MJJA_d_ammonia","mMN/m3","Average_summer_(May-Aug)_ammonia_conc_deep_layer"
NA,NA,3.5333157817916,0,NA,"Obs_carn_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_carnzoo_depth_av_conc"
NA,NA,3.07841215216378,0,NA,"Obs_omni_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_omnivzoo_depth_av_conc"
1.049,0.4,0.589734508126774,1,0.659139975079864,"Obs_phyt_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_phyt_surface_layer_conc"
NA,NA,0.545255533388664,0,NA,"Obs_nit_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_nitrate_surface_layer_conc"
NA,NA,2.3874555326553,0,NA,"Obs_amm_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_ammonia_surface_layer_conc"
NA,NA,0.669049369463229,0,NA,"Obs_pfish_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_planktivorous_fish_density_per_m2"
NA,NA,2.09504032298002,0,NA,"Obs_dfish_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_demersal_fish_density_per_m2"
2.6e-07,2.33e-07,2.27062122927857e-07,1,0.00999192972811801,"Obs_birddisc","mMN/m2/y","Annual_bycatch_of_birds"
NA,NA,0,0,NA,"Obs_sealdisc","mMN/m2/y","Annual_bycatch_of_pinnipeds"
NA,NA,0,0,NA,"Obs_cetadisc","mMN/m2/y","Annual_bycatch_of_cetaceans"
0.15,0.05,0.138765596454325,1,0.0252423646054139,"Obs_kelp_beachcast","dimensionless","Proportion_of_macrophyte_annual_nitrogen_uptake_exported_as_beachcast"
NA,NA,0,0,NA,"Obs_Ctland_livewt","mMN/m2/y","Obs_cetacean_landings_by_whale_hunters"
