"Annual_measure","SD_of_measure","Model_data","Use1_0","Chi","Name","Units","Description"
862.8115799,50,884.709299132499,1,0.0959020215170719,"Obs_TAPP","mMN/m2/y","Annual_total_primary_production"
NA,NA,287.448891758453,0,NA,"Obs_NP","mMN/m2/y","Annual_new_production_from_depth_integrated_nitrate_plus_summer_river_and_atmos_inputs"
NA,NA,105.379480139112,0,NA,"Obs_KelpP","gC/m2/y","Annual_WITHIN_FOREST_NET_production_of_macrophytes"
NA,NA,406.675920933789,0,NA,"Obs_OmnizooP","mMN/m2/y","Annual_ominiv_zooplankton_gross_production"
NA,NA,27.9231894444078,0,NA,"Obs_CarnzooP","mMN/m2/y","Annual_carnivorous_zooplankton_gross_production"
NA,NA,6.61918012533804,0,NA,"Obs_PFishP","mMN/m2/y","Annual_planktivorous_fish_gross_production"
0.166312376,0.02,0.138297202565807,1,0.981062428184924,"Obs_DFishP","mMN/m2/y","Annual_demersal_fish_gross_production"
NA,NA,0.492698378264108,0,NA,"Obs_BensuspP","mMN/m2/y","Annual_susp/dep_benthos_gross_production"
NA,NA,0.00339234019490002,0,NA,"Obs_BencarnP","mMN/m2/y","Annual_carn/scan_benthos_gross_production"
0.000177597,0.000133198,8.30057013723026e-05,1,0.252160450885384,"Obs_birdP","mMN/m2/y","Annual_net_production_of_birds"
NA,NA,0,0,NA,"Obs_sealP","mMN/m2/y","Annual_net_production_of_pinnipeds"
0.001666879,0.001250159,0.000979179230668696,1,0.151299418256261,"Obs_cetaP","mMN/m2/y","Annual_net_production_of_cetaceans"
NA,NA,0.000484730659142975,0,NA,"Obs_maxbenthslar","mMN/m3","Annual_monthly_max_conc_of_benthos_susp/dep_larvae"
NA,NA,1.39618217171481e-07,0,NA,"Obs_maxbenthclar","mMN/m3","Annual_monthly_max_conc_of_benthos_carn/scav_larvae"
NA,NA,0.073429978910523,0,NA,"Obs_Conpfishfish","mMN/m2/y","Annual_consumption_of_planktivorous_fish_by_fish"
