"Month","SLight","SO_LogeSPM","SI_LogeSPM","SO_temp","D_temp","SI_temp","Rivervol_SI","log10Kvert","mixLscale","D_SO_upwelling","SO_D_downwelling","SO_OceanIN","D_OceanIN","SI_OceanIN","SI_OceanOUT","SO_SI_flow","habS1_pdist","habS2_pdist","habS3_pdist","habD1_pdist","habD2_pdist","habD3_pdist","Inshore_waveheight","DO_log10Kvert","DO_mixLscale","DO_D_upwelling","D_DO_downwelling"
1,51.4720896368456,6.12607585641253,6.12180476584908,23.1048810485337,10.7070828809652,23.0094759816251,4.22791269138928e-09,-4.89666118232788,0.1,0.00266557863652508,0.000256725812231719,0.000155540971405606,7.33846274807683e-05,0,0,0.00068350869033441,0.01292325,0.01292325,0.01292325,9.47635e-08,9.47635e-08,9.47635e-08,1.671322453022,-4.91568961043185,0.9,0.000740048708906361,0.000616854534957828
2,51.9699124066682,6.08632251104176,6.09392205561508,23.9897108097376,10.6476696144289,23.8651218549557,5.39534131497615e-09,-4.91569349431655,0.1,0.00230632875750708,0.0002448569690965,0.000139647822159065,6.27634412499521e-05,0,0,0.000593718912440361,0.01292325,0.01292325,0.01292325,9.47635e-08,9.47635e-08,9.47635e-08,1.69631284475327,-4.9157934434683,0.9,0.000648261962778812,0.000608759765155525
3,46.3294441261747,6.11836462923879,6.15040577676324,24.6067459076,10.602045390763,24.4765756499139,6.77965489695482e-09,-4.92300848640337,0.1,0.00215619063611706,0.000249521796197441,0.000142918894905208,6.63768991440364e-05,0,0,0.000661400494916207,0.01292325,0.01292325,0.01292325,9.47635e-08,9.47635e-08,9.47635e-08,1.81574636697769,-4.91592562972538,0.9,0.000631102117139232,0.000579687651925599
4,37.5840465950882,6.07498318365832,6.07263184526945,24.8659266279089,10.5817684582082,24.5975053554466,4.99102549300858e-09,-4.92642425254249,0.2,0.00191566526261421,0.000314649271747725,0.000170871017073663,7.12983750504831e-05,0,0,0.000827281821861026,0.01292325,0.01292325,0.01292325,9.47635e-08,9.47635e-08,9.47635e-08,1.95600188970566,-4.91607022490498,0.9,0.000633733956879531,0.000627404378639957
5,31.018167806598,6.04700435727103,6.04404352465063,24.5077910221878,10.6092865591653,24.2707413183721,4.3028850996259e-09,-4.33427677777421,0.6,0.00207040742963079,0.000397343735288412,0.000162338879103121,6.53126028326189e-05,0,0,0.000856028225681493,0.01292325,0.01292325,0.01292325,9.47635e-08,9.47635e-08,9.47635e-08,1.95679607391357,-4.91611706858672,0.9,0.000732376486046063,0.000803328035615023
6,25.7736997619171,6.04502808628857,6.08744370764025,23.5327447980592,10.6686152716777,23.3874091170441,5.92550391486456e-09,-3.08955049418203,0.8,0.00244723690634641,0.000494371528678461,0.000166811569585705,6.7167401174752e-05,0,0,0.000766427980967005,0.01292325,0.01292325,0.01292325,9.47635e-08,9.47635e-08,9.47635e-08,2.21387734413147,-4.91610404880224,0.9,0.000865397960992082,0.000946481519109473
7,24.8673433630981,6.05614415985416,6.06921576208563,22.2230411605052,10.7472759569337,22.0858681271461,5.25610662767302e-09,-2.32836770017837,0.8,0.00269096454763224,0.000626826633479746,0.00021461678293373,6.7830846276344e-05,0,0,0.000824238631803087,0.01292325,0.01292325,0.01292325,9.47635e-08,9.47635e-08,9.47635e-08,2.2203941822052,-4.91610659196772,0.9,0.000856136804374973,0.000946369988597367
8,27.5892531823046,6.09607101854591,6.15031268373185,21.2529812711564,10.8075556605953,21.1302930305667,4.39124541724479e-09,-1.62753353354112,0.8,0.00310780772925897,0.000630359488213061,0.000196478820753182,6.40984865923752e-05,0,0,0.000766868954725898,0.01292325,0.01292325,0.01292325,9.47635e-08,9.47635e-08,9.47635e-08,2.26841967105865,-4.91612786280195,0.9,0.000890017729673525,0.000922499641963025
9,32.2404337137744,6.07415373437847,6.19396429383557,20.744056649531,10.8390839663066,20.5359486421149,4.57064404755847e-09,-2.22801235957402,0.8,0.00399097004703815,0.000781174996146717,0.000221525319125697,6.85409060584478e-05,0,0,0.000813221391397011,0.01292325,0.01292325,0.01292325,9.47635e-08,9.47635e-08,9.47635e-08,2.23313102722168,-4.91621406084203,0.9,0.000849614461612196,0.000911691130530897
10,37.8071397471081,6.2290484725411,6.20611269444942,20.7219843913557,10.8650263718374,20.5205262917225,3.87714857306275e-09,-2.52506660180096,0.6,0.00357350770135098,0.000653641970737478,0.000204903276222051,6.9646246983096e-05,0,0,0.000699649934635419,0.01292325,0.01292325,0.01292325,9.47635e-08,9.47635e-08,9.47635e-08,2.0393740773201,-4.91622472971948,0.9,0.000810402214414174,0.000823149835707666
11,41.9510131899016,6.35103982351332,6.39888988271425,21.2392452161906,10.8405046728634,21.1711674149138,3.53173966807306e-09,-3.19839047212296,0.2,0.003024850352973,0.000398376682973542,0.000166218436244615,6.92084909806062e-05,0,0,0.0005647388378111,0.01292325,0.01292325,0.01292325,9.47635e-08,9.47635e-08,9.47635e-08,1.89769370555878,-4.91621333392106,0.9,0.000803852807084625,0.000666811931978668
12,47.8756425097377,6.26490198857165,6.38168609356873,22.1401706648633,10.7702150737319,22.0982875650451,3.75665695889482e-09,-4.83913823950524,0.1,0.00302881300059298,0.000324786457870694,0.000163683190759947,6.98193123988287e-05,0,0,0.000601575015403877,0.01292325,0.01292325,0.01292325,9.47635e-08,9.47635e-08,9.47635e-08,1.71475962400436,-4.91625696576232,0.9,0.000783561957699851,0.000625832806506443
